,country,Year,Life expectancy ,Schooling,Alcohol, BMI 
2247,Saudi Arabia,2001,72.8,12.0,0.05,56.9
2246,Saudi Arabia,2002,72.9,12.1,0.05,57.7
2245,Saudi Arabia,2003,73.0,12.2,0.05,58.5
2244,Saudi Arabia,2004,73.1,12.3,0.06,59.4
2243,Saudi Arabia,2005,73.1,12.4,0.05,6.2
2242,Saudi Arabia,2006,73.2,12.5,0.08,6.9
2241,Saudi Arabia,2007,73.2,12.7,0.1,61.6
2240,Saudi Arabia,2008,73.3,12.8,0.09,62.4
2239,Saudi Arabia,2009,73.4,13.0,0.09,63.1
2238,Saudi Arabia,2010,73.7,13.3,0.09,63.9
2264,Senegal,2000,57.5,5.2,0.29,17.5
2263,Senegal,2001,57.9,5.4,0.34,17.9
2262,Senegal,2002,58.4,5.7,0.36,18.3
2261,Senegal,2003,59.0,5.9,0.33,18.7
2260,Senegal,2004,59.7,6.2,0.35,19.1
2259,Senegal,2005,65.0,6.4,0.33,19.5
2258,Senegal,2006,61.3,6.6,0.34,19.9
2257,Senegal,2007,62.1,6.8,0.32,2.3
2256,Senegal,2008,62.8,7.1,0.28,2.8
2255,Senegal,2009,63.5,7.5,0.3,21.2
2254,Senegal,2010,64.3,7.7,0.28,21.7
2280,Serbia,2000,72.6,13.0,7.38,51.2
2279,Serbia,2001,73.1,13.1,7.53,51.7
2278,Serbia,2002,72.9,13.2,6.95,52.2
2277,Serbia,2003,73.0,13.0,7.25,52.8
2276,Serbia,2004,73.0,13.1,7.42,53.3
2275,Serbia,2005,73.0,13.2,9.6,53.9
2274,Serbia,2006,73.6,13.4,8.58,54.5
2273,Serbia,2007,73.8,13.5,9.3,55.1
2272,Serbia,2008,74.0,13.5,9.54,55.8
2271,Serbia,2009,74.1,13.6,9.85,56.4
2270,Serbia,2010,74.4,13.6,9.65,57.0
2296,Seychelles,2000,71.8,12.3,8.24,27.1
2295,Seychelles,2001,72.0,12.2,6.72,27.6
2294,Seychelles,2002,72.1,12.1,11.15,28.1
2293,Seychelles,2003,72.1,12.1,7.41,28.7
2292,Seychelles,2004,72.1,12.3,7.91,29.2
2291,Seychelles,2005,72.2,12.1,7.82,3.1
2290,Seychelles,2006,72.2,13.1,8.12,3.7
2289,Seychelles,2007,72.2,13.1,8.12,31.2
2288,Seychelles,2008,72.2,13.2,6.33,31.8
2287,Seychelles,2009,72.3,13.2,4.94,32.4
2286,Seychelles,2010,72.4,13.2,6.51,33.5
2312,Sierra Leone,2000,39.0,6.7,3.97,17.2
2311,Sierra Leone,2001,41.0,7.0,4.21,17.5
2310,Sierra Leone,2002,48.0,7.2,4.06,17.9
2309,Sierra Leone,2003,41.5,7.4,4.07,18.4
2308,Sierra Leone,2004,42.3,7.6,3.99,18.8
2307,Sierra Leone,2005,43.3,7.8,3.83,19.2
2306,Sierra Leone,2006,44.3,8.0,3.8,19.7
2305,Sierra Leone,2007,45.3,8.2,3.86,2.2
2304,Sierra Leone,2008,46.2,8.3,3.91,2.7
2303,Sierra Leone,2009,47.1,8.5,3.97,21.2
2302,Sierra Leone,2010,48.1,8.7,3.84,21.7
2328,Singapore,2000,78.3,12.5,2.03,28.5
2327,Singapore,2001,78.7,12.7,2.08,28.9
2326,Singapore,2002,79.0,12.6,2.16,29.2
2325,Singapore,2003,79.3,12.7,1.43,29.6
2324,Singapore,2004,79.7,12.7,1.45,29.9
2323,Singapore,2005,82.0,12.6,1.49,3.2
2322,Singapore,2006,87.0,13.9,1.55,3.5
2321,Singapore,2007,81.1,14.1,1.6,3.9
2320,Singapore,2008,81.4,14.2,1.7,31.2
2319,Singapore,2009,81.7,14.4,1.73,31.5
2318,Singapore,2010,82.0,14.5,1.84,31.8
2344,Slovak Republic,2000,73.0,13.0,11.06,5.7
2343,Slovak Republic,2001,73.3,13.3,10.73,51.1
2342,Slovak Republic,2002,73.7,13.3,10.78,51.6
2341,Slovak Republic,2003,73.8,13.6,9.85,52.1
2340,Slovak Republic,2004,74.1,13.8,10.03,52.6
2339,Slovak Republic,2005,74.0,14.0,10.81,53.1
2338,Slovak Republic,2006,74.3,14.3,10.28,53.7
2337,Slovak Republic,2007,74.4,14.5,10.58,54.2
2336,Slovak Republic,2008,74.7,14.8,11.37,54.8
2335,Slovak Republic,2009,75.0,14.9,10.63,55.3
2334,Slovak Republic,2010,75.1,15.0,10.13,55.9
2360,Slovenia,2000,76.0,14.6,11.9,51.2
2359,Slovenia,2001,76.2,14.7,10.8,51.8
2358,Slovenia,2002,76.6,15.6,9.29,52.3
2357,Slovenia,2003,76.5,16.1,11.58,52.9
2356,Slovenia,2004,77.2,16.6,10.0,53.5
2355,Slovenia,2005,77.5,16.3,11.14,54.1
2354,Slovenia,2006,78.1,16.7,12.26,54.7
2353,Slovenia,2007,78.3,16.8,11.02,55.2
2352,Slovenia,2008,78.9,16.9,10.94,55.8
2351,Slovenia,2009,79.1,16.9,10.52,56.4
2350,Slovenia,2010,79.5,16.9,10.32,57.0
2376,Solomon Islands,2000,65.8,7.2,0.71,37.9
2375,Solomon Islands,2001,66.2,6.6,0.7,38.7
2374,Solomon Islands,2002,66.5,7.3,1.08,39.6
2373,Solomon Islands,2003,66.8,8.0,1.18,4.4
2372,Solomon Islands,2004,67.1,8.1,1.18,41.3
2371,Solomon Islands,2005,67.4,8.3,0.9,42.1
2370,Solomon Islands,2006,67.6,8.4,0.99,43.0
2369,Solomon Islands,2007,67.6,9.0,0.85,43.8
2368,Solomon Islands,2008,68.0,9.2,1.09,44.7
2367,Solomon Islands,2009,68.1,9.3,1.21,45.5
2366,Solomon Islands,2010,68.3,9.3,1.1,46.4
2392,Somalia,2000,55.0,2.1,0.01,17.8
2391,Somalia,2001,57.0,2.1,0.01,18.2
2390,Somalia,2002,58.0,2.1,0.01,18.6
2389,Somalia,2003,51.1,2.1,0.01,19.0
2388,Somalia,2004,51.2,2.1,0.01,19.4
2387,Somalia,2005,51.6,2.1,0.01,19.8
2386,Somalia,2006,51.5,2.1,0.01,2.2
2385,Somalia,2007,51.5,2.1,0.01,2.7
2384,Somalia,2008,51.9,2.1,0.01,21.1
2383,Somalia,2009,52.2,2.1,0.01,21.5
2382,Somalia,2010,52.4,2.1,0.01,22.0
2408,South Africa,2000,57.3,13.0,7.3,4.1
2407,South Africa,2001,56.0,13.0,7.38,4.9
2406,South Africa,2002,54.9,12.9,7.04,41.6
2405,South Africa,2003,54.0,12.9,6.93,42.2
2404,South Africa,2004,53.7,12.9,6.96,42.9
2403,South Africa,2005,53.8,12.9,8.69,43.6
2402,South Africa,2006,54.0,12.9,8.5,44.3
2401,South Africa,2007,54.5,12.9,8.48,45.0
2400,South Africa,2008,55.3,12.9,8.19,45.7
2399,South Africa,2009,56.5,12.8,7.6,46.4
2398,South Africa,2010,58.0,12.8,7.28,47.2
2424,South Sudan,2000,48.9,0.0,,
2423,South Sudan,2001,49.6,0.0,,
2422,South Sudan,2002,52.0,0.0,,
2421,South Sudan,2003,58.0,0.0,,
2420,South Sudan,2004,51.4,0.0,,
2419,South Sudan,2005,51.9,0.0,,
2418,South Sudan,2006,52.5,0.0,,
2417,South Sudan,2007,53.1,0.0,,
2416,South Sudan,2008,53.6,0.0,,
2415,South Sudan,2009,54.3,0.0,,
2414,South Sudan,2010,55.0,0.0,,
2440,Spain,2000,79.1,15.7,11.12,57.6
2439,Spain,2001,79.4,15.7,9.86,58.2
2438,Spain,2002,79.5,15.7,12.26,58.8
2437,Spain,2003,79.4,15.6,12.09,59.3
2436,Spain,2004,81.0,15.6,11.96,59.9
2435,Spain,2005,81.0,15.8,11.92,6.5
2434,Spain,2006,88.0,15.9,11.86,61.1
2433,Spain,2007,89.0,16.0,11.05,61.7
2432,Spain,2008,81.3,16.1,10.24,62.3
2431,Spain,2009,81.6,16.3,9.99,62.9
2430,Spain,2010,81.9,16.4,9.78,63.5
2456,Sri Lanka,2000,71.5,12.4,1.45,14.1
2455,Sri Lanka,2001,72.7,12.5,1.68,14.6
2454,Sri Lanka,2002,73.7,12.6,1.62,15.1
2453,Sri Lanka,2003,73.9,12.7,1.69,15.6
2452,Sri Lanka,2004,69.1,12.8,1.56,16.1
2451,Sri Lanka,2005,74.2,12.9,1.97,16.6
2450,Sri Lanka,2006,73.8,13.1,1.96,17.2
2449,Sri Lanka,2007,73.7,13.2,2.29,17.9
2448,Sri Lanka,2008,72.3,13.3,2.1,18.5
2447,Sri Lanka,2009,71.8,13.4,2.05,19.2
2446,Sri Lanka,2010,74.5,13.5,2.31,19.8
2472,Sudan,2000,58.6,5.5,1.76,
2471,Sudan,2001,58.9,5.6,1.81,
2470,Sudan,2002,59.4,5.6,1.59,
2469,Sudan,2003,59.6,5.6,1.74,
2468,Sudan,2004,59.7,5.7,1.59,
2467,Sudan,2005,67.0,6.1,1.55,
2466,Sudan,2006,61.0,6.2,1.9,
2465,Sudan,2007,61.4,6.4,2.01,
2464,Sudan,2008,61.8,6.3,2.01,
2463,Sudan,2009,62.0,6.8,1.99,
2462,Sudan,2010,62.5,7.0,1.77,
2488,Suriname,2000,67.4,11.1,4.29,47.6
2487,Suriname,2001,67.7,11.0,4.23,48.3
2486,Suriname,2002,67.9,11.0,4.41,49.0
2485,Suriname,2003,68.0,10.9,4.53,49.7
2484,Suriname,2004,68.3,11.1,4.55,5.4
2483,Suriname,2005,68.9,11.3,4.47,51.1
2482,Suriname,2006,69.3,11.5,4.52,51.8
2481,Suriname,2007,69.5,11.7,4.72,52.6
2480,Suriname,2008,69.8,11.9,4.94,53.3
2479,Suriname,2009,70.0,12.1,5.13,54.1
2478,Suriname,2010,73.0,12.3,5.26,54.8
2504,Swaziland,2000,48.4,9.4,7.19,25.9
2503,Swaziland,2001,47.1,9.3,6.72,26.3
2502,Swaziland,2002,46.4,9.2,5.52,26.7
2501,Swaziland,2003,45.9,9.1,5.65,27.1
2500,Swaziland,2004,45.6,9.4,5.78,27.4
2499,Swaziland,2005,46.0,9.7,5.08,27.8
2498,Swaziland,2006,47.8,9.9,5.53,28.2
2497,Swaziland,2007,50.0,10.5,5.55,28.5
2496,Swaziland,2008,51.4,10.6,4.87,28.9
2495,Swaziland,2009,52.6,10.8,4.9,29.3
2494,Swaziland,2010,53.6,11.0,4.93,29.7
2520,Sweden,2000,79.6,15.9,6.2,52.8
2519,Sweden,2001,79.8,15.9,6.6,53.4
2518,Sweden,2002,79.9,15.9,6.9,53.9
2517,Sweden,2003,82.0,15.9,6.9,54.4
2516,Sweden,2004,83.0,16.0,6.6,54.9
2515,Sweden,2005,85.0,16.0,6.5,55.3
2514,Sweden,2006,88.0,15.9,6.5,55.7
2513,Sweden,2007,89.0,15.8,6.9,56.1
2512,Sweden,2008,81.1,15.7,6.9,56.5
2511,Sweden,2009,81.4,15.8,7.3,56.9
2510,Sweden,2010,81.5,15.8,7.2,57.3
2536,Switzerland,2000,79.7,15.1,11.26,5.8
2535,Switzerland,2001,82.0,15.2,11.12,51.3
2534,Switzerland,2002,84.0,15.2,10.85,51.8
2533,Switzerland,2003,85.0,15.0,10.82,52.3
2532,Switzerland,2004,81.0,15.1,10.55,52.8
2531,Switzerland,2005,81.1,15.2,10.15,53.2
2530,Switzerland,2006,81.5,15.2,10.24,53.7
2529,Switzerland,2007,81.7,15.3,10.44,54.1
2528,Switzerland,2008,82.0,15.3,10.29,54.6
2527,Switzerland,2009,82.1,15.3,10.15,55.0
2526,Switzerland,2010,82.3,15.4,10.01,55.4
2552,Syria,2000,72.6,10.0,1.41,43.9
2551,Syria,2001,72.7,10.1,1.29,44.6
2550,Syria,2002,72.8,10.2,1.25,45.3
2549,Syria,2003,73.0,10.3,1.29,46.0
2548,Syria,2004,73.2,10.6,0.93,46.8
2547,Syria,2005,73.5,11.0,0.92,47.6
2546,Syria,2006,73.7,11.4,0.97,48.5
2545,Syria,2007,73.8,11.5,0.83,49.4
2544,Syria,2008,73.8,11.6,0.8,5.4
2543,Syria,2009,73.8,11.8,0.81,51.3
2542,Syria,2010,73.7,11.7,0.78,52.3
2568,Tajikistan,2000,63.7,9.6,0.37,31.3
2567,Tajikistan,2001,64.0,9.7,0.86,31.6
2566,Tajikistan,2002,64.3,9.8,0.6,32.1
2565,Tajikistan,2003,65.2,10.1,0.36,32.5
2564,Tajikistan,2004,65.9,10.5,0.38,33.0
2563,Tajikistan,2005,65.5,10.6,0.37,33.5
2562,Tajikistan,2006,65.9,10.7,0.38,34.1
2561,Tajikistan,2007,66.1,10.9,0.35,34.7
2560,Tajikistan,2008,66.4,10.8,0.32,35.3
2559,Tajikistan,2009,66.7,11.1,0.3,35.9
2558,Tajikistan,2010,67.3,11.1,0.32,36.6
2584,Thailand,2000,71.1,10.9,5.88,18.7
2583,Thailand,2001,71.2,11.2,5.92,19.4
2582,Thailand,2002,71.4,11.5,5.93,2.2
2581,Thailand,2003,71.7,11.8,6.14,2.9
2580,Thailand,2004,71.6,11.9,6.17,21.7
2579,Thailand,2005,72.5,12.0,6.26,22.6
2578,Thailand,2006,73.0,12.4,6.18,23.6
2577,Thailand,2007,73.3,12.3,6.2,24.6
2576,Thailand,2008,73.5,12.9,5.92,25.7
2575,Thailand,2009,73.7,13.0,5.88,26.8
2574,Thailand,2010,73.9,13.1,5.95,27.9
2600,"Macedonia, FYR",2000,72.6,11.7,2.86,52.7
2599,"Macedonia, FYR",2001,73.1,11.8,3.27,53.2
2598,"Macedonia, FYR",2002,72.8,11.9,2.53,53.6
2597,"Macedonia, FYR",2003,73.2,11.9,2.4,54.1
2596,"Macedonia, FYR",2004,73.5,11.9,2.07,54.5
2595,"Macedonia, FYR",2005,73.6,11.9,1.75,54.9
2594,"Macedonia, FYR",2006,73.7,12.1,1.74,55.4
2593,"Macedonia, FYR",2007,73.5,12.2,1.75,55.9
2592,"Macedonia, FYR",2008,74.2,12.2,1.72,56.4
2591,"Macedonia, FYR",2009,74.4,13.0,1.77,56.9
2590,"Macedonia, FYR",2010,74.7,13.0,1.47,57.4
2616,Timor-Leste,2000,58.7,0.0,0.5,11.9
2615,Timor-Leste,2001,59.4,9.8,0.5,12.3
2614,Timor-Leste,2002,62.0,9.8,0.48,12.6
2613,Timor-Leste,2003,61.0,9.8,0.44,12.9
2612,Timor-Leste,2004,62.3,10.2,0.38,13.2
2611,Timor-Leste,2005,63.7,10.6,0.36,13.5
2610,Timor-Leste,2006,64.9,11.0,0.04,13.9
2609,Timor-Leste,2007,65.8,11.3,0.05,14.2
2608,Timor-Leste,2008,66.2,11.7,0.06,14.7
2607,Timor-Leste,2009,66.6,12.1,0.09,15.1
2606,Timor-Leste,2010,66.9,12.4,0.1,15.5
2632,Togo,2000,54.6,9.3,1.1,16.6
2631,Togo,2001,54.6,9.4,0.95,17.1
2630,Togo,2002,54.7,9.7,1.0,17.5
2629,Togo,2003,54.7,9.9,1.02,17.9
2628,Togo,2004,54.9,10.0,1.01,18.4
2627,Togo,2005,55.0,10.1,1.14,18.9
2626,Togo,2006,55.7,10.2,1.37,19.3
2625,Togo,2007,55.9,10.6,1.37,19.8
2624,Togo,2008,56.2,10.1,1.33,2.4
2623,Togo,2009,56.7,10.6,1.24,2.9
2622,Togo,2010,57.4,11.0,1.21,21.4
2648,Tonga,2000,71.6,13.7,1.24,65.5
2647,Tonga,2001,71.8,13.2,1.35,66.2
2646,Tonga,2002,71.9,13.5,1.51,67.0
2645,Tonga,2003,72.0,13.7,1.79,67.8
2644,Tonga,2004,72.2,14.6,1.8,68.6
2643,Tonga,2005,72.3,14.6,1.57,69.4
2642,Tonga,2006,72.4,14.6,1.79,7.1
2641,Tonga,2007,72.5,14.5,2.05,7.8
2640,Tonga,2008,72.6,14.5,1.1,71.5
2639,Tonga,2009,72.5,14.5,1.08,72.1
2638,Tonga,2010,72.8,14.4,1.24,72.7
2664,Trinidad and Tobago,2000,69.1,11.7,4.68,33.6
2663,Trinidad and Tobago,2001,69.1,11.8,4.55,34.4
2662,Trinidad and Tobago,2002,69.2,11.9,5.12,35.2
2661,Trinidad and Tobago,2003,69.3,12.0,5.53,36.0
2660,Trinidad and Tobago,2004,69.4,12.2,5.82,36.8
2659,Trinidad and Tobago,2005,69.5,12.3,6.12,37.6
2658,Trinidad and Tobago,2006,69.6,12.3,6.35,38.4
2657,Trinidad and Tobago,2007,69.7,12.4,6.37,39.3
2656,Trinidad and Tobago,2008,69.9,12.4,6.41,4.2
2655,Trinidad and Tobago,2009,71.0,12.5,6.37,41.1
2654,Trinidad and Tobago,2010,74.0,12.5,6.5,42.0
2680,Tunisia,2000,72.9,12.8,1.21,48.1
2679,Tunisia,2001,73.2,13.1,1.19,48.9
2678,Tunisia,2002,73.5,13.3,1.17,49.7
2677,Tunisia,2003,73.7,13.5,1.34,5.6
2676,Tunisia,2004,74.0,13.6,1.36,51.4
2675,Tunisia,2005,74.2,13.9,1.37,52.2
2674,Tunisia,2006,74.4,14.2,1.46,53.1
2673,Tunisia,2007,74.6,14.3,1.24,53.9
2672,Tunisia,2008,74.7,14.3,1.37,54.7
2671,Tunisia,2009,74.7,14.4,1.4,55.6
2670,Tunisia,2010,74.8,14.4,1.28,56.5
2696,Turkey,2000,74.0,10.7,1.54,53.5
2695,Turkey,2001,78.0,11.1,1.49,54.3
2694,Turkey,2002,71.2,11.5,1.47,55.1
2693,Turkey,2003,71.6,11.9,1.42,55.9
2692,Turkey,2004,72.0,12.0,1.35,56.8
2691,Turkey,2005,72.4,11.9,1.29,57.6
2690,Turkey,2006,72.8,11.9,1.29,58.5
2689,Turkey,2007,73.2,12.3,1.26,59.3
2688,Turkey,2008,73.5,12.5,1.39,6.2
2687,Turkey,2009,73.9,12.5,1.4,61.1
2686,Turkey,2010,74.2,13.0,1.49,61.9
2712,Turkmenistan,2000,63.8,0.0,2.9,37.5
2711,Turkmenistan,2001,64.0,10.2,2.35,38.1
2710,Turkmenistan,2002,63.3,10.2,2.33,38.7
2709,Turkmenistan,2003,63.4,10.3,2.88,39.4
2708,Turkmenistan,2004,63.5,10.3,2.86,4.0
2707,Turkmenistan,2005,63.3,10.3,2.85,4.7
2706,Turkmenistan,2006,63.7,10.4,2.71,41.3
2705,Turkmenistan,2007,64.1,10.4,2.58,42.0
2704,Turkmenistan,2008,64.5,10.5,2.4,42.7
2703,Turkmenistan,2009,65.6,10.5,2.35,43.4
2702,Turkmenistan,2010,65.8,10.6,2.48,44.2
2729,Uganda,2000,46.6,9.8,10.47,13.0
2728,Uganda,2001,47.7,10.8,10.57,13.3
2727,Uganda,2002,48.8,11.0,10.42,13.6
2726,Uganda,2003,51.0,11.5,10.16,13.9
2725,Uganda,2004,51.3,11.6,9.89,14.2
2724,Uganda,2005,53.2,10.9,10.09,14.5
2723,Uganda,2006,54.9,10.6,9.81,14.8
2722,Uganda,2007,55.5,10.3,9.65,15.2
2721,Uganda,2008,56.3,10.6,9.79,15.6
2720,Uganda,2009,57.5,10.8,9.63,15.9
2719,Uganda,2010,58.4,10.9,10.03,16.3
2745,Ukraine,2000,67.5,13.3,4.49,54.8
2744,Ukraine,2001,67.7,13.2,4.31,55.1
2743,Ukraine,2002,67.6,13.9,4.89,55.4
2742,Ukraine,2003,67.6,14.3,5.92,55.7
2741,Ukraine,2004,67.4,14.6,6.79,56.1
2740,Ukraine,2005,67.0,14.5,7.31,56.4
2739,Ukraine,2006,67.7,14.7,7.99,56.8
2738,Ukraine,2007,67.5,14.8,8.86,57.2
2737,Ukraine,2008,67.7,14.9,9.46,57.6
2736,Ukraine,2009,69.2,14.9,8.71,58.0
2735,Ukraine,2010,69.8,14.9,8.39,58.5
2761,United Arab Emirates,2000,74.2,11.8,1.64,54.1
2760,United Arab Emirates,2001,74.5,12.0,1.67,55.0
2759,United Arab Emirates,2002,74.7,12.1,1.72,56.0
2758,United Arab Emirates,2003,74.9,12.3,1.74,56.8
2757,United Arab Emirates,2004,75.1,12.4,1.77,57.0
2756,United Arab Emirates,2005,75.3,12.6,1.79,56.6
2755,United Arab Emirates,2006,75.4,12.8,1.74,55.8
2754,United Arab Emirates,2007,75.6,12.9,1.69,55.1
2753,United Arab Emirates,2008,75.8,13.1,1.86,54.8
2752,United Arab Emirates,2009,76.0,13.2,1.73,55.1
2751,United Arab Emirates,2010,76.2,13.3,1.69,55.8
2777,United Kingdom,2000,77.8,12.2,10.59,57.5
2776,United Kingdom,2001,78.0,12.2,10.91,58.2
2775,United Kingdom,2002,78.2,12.2,11.44,58.8
2774,United Kingdom,2003,78.3,12.2,11.85,59.5
2773,United Kingdom,2004,78.8,12.2,12.22,6.1
2772,United Kingdom,2005,79.0,12.2,12.05,6.7
2771,United Kingdom,2006,79.3,12.2,11.61,61.3
2770,United Kingdom,2007,79.5,12.2,11.84,61.9
2769,United Kingdom,2008,79.6,12.2,11.47,62.5
2768,United Kingdom,2009,81.0,12.2,10.79,63.1
2767,United Kingdom,2010,82.0,12.2,10.88,63.6
2793,Tanzania,2000,49.2,5.6,3.89,16.0
2792,Tanzania,2001,49.6,5.6,4.09,16.4
2791,Tanzania,2002,52.0,5.6,3.37,16.8
2790,Tanzania,2003,58.0,5.6,2.34,17.2
2789,Tanzania,2004,51.5,5.6,3.81,17.7
2788,Tanzania,2005,52.2,5.6,3.94,18.1
2787,Tanzania,2006,53.1,5.6,4.07,18.6
2786,Tanzania,2007,54.5,5.6,4.4,19.1
2785,Tanzania,2008,56.2,5.6,3.44,19.6
2784,Tanzania,2009,56.9,5.6,3.97,2.2
2783,Tanzania,2010,57.5,5.6,4.19,2.7
2809,United States,2000,76.8,13.2,8.21,6.1
2808,United States,2001,76.9,13.2,8.25,6.9
2807,United States,2002,77.0,13.2,8.33,61.7
2806,United States,2003,77.2,13.2,8.4,62.4
2805,United States,2004,77.5,13.2,8.48,63.1
2804,United States,2005,77.5,13.2,8.52,63.8
2803,United States,2006,77.8,13.2,8.63,64.4
2802,United States,2007,78.1,13.2,8.74,65.1
2801,United States,2008,78.2,13.2,8.74,65.7
2800,United States,2009,78.5,13.2,8.71,66.3
2799,United States,2010,78.7,13.2,8.55,66.9
2825,Uruguay,2000,75.1,14.0,6.65,55.0
2824,Uruguay,2001,75.2,14.2,6.48,55.7
2823,Uruguay,2002,75.4,14.7,5.86,56.3
2822,Uruguay,2003,75.4,15.0,5.11,57.0
2821,Uruguay,2004,75.4,15.5,5.66,57.7
2820,Uruguay,2005,75.7,15.5,6.35,58.3
2819,Uruguay,2006,76.2,15.2,6.58,58.9
2818,Uruguay,2007,75.4,15.3,6.67,59.5
2817,Uruguay,2008,76.4,15.7,6.76,6.1
2816,Uruguay,2009,76.6,15.5,6.67,6.7
2815,Uruguay,2010,76.3,15.6,6.21,61.2
2841,Uzbekistan,2000,67.1,10.6,1.6,34.8
2840,Uzbekistan,2001,67.4,10.7,1.53,35.3
2839,Uzbekistan,2002,67.1,11.0,1.47,35.9
2838,Uzbekistan,2003,67.2,11.3,1.54,36.4
2837,Uzbekistan,2004,67.8,11.6,1.59,37.0
2836,Uzbekistan,2005,67.3,11.7,1.78,37.5
2835,Uzbekistan,2006,67.6,11.8,1.96,38.1
2834,Uzbekistan,2007,67.8,11.8,2.15,38.7
2833,Uzbekistan,2008,67.9,11.9,2.36,39.3
2832,Uzbekistan,2009,68.0,11.8,2.56,4.0
2831,Uzbekistan,2010,68.3,11.9,2.73,4.7
2857,Vanuatu,2000,69.0,9.6,1.21,41.1
2856,Vanuatu,2001,69.1,10.1,0.91,41.9
2855,Vanuatu,2002,69.3,10.2,1.24,42.6
2854,Vanuatu,2003,69.4,10.4,1.2,43.3
2853,Vanuatu,2004,69.6,10.7,0.85,44.1
2852,Vanuatu,2005,69.9,10.6,0.88,44.9
2851,Vanuatu,2006,71.0,10.6,1.0,45.7
2850,Vanuatu,2007,73.0,10.7,1.01,46.6
2849,Vanuatu,2008,75.0,10.7,1.18,47.4
2848,Vanuatu,2009,78.0,10.7,0.83,48.2
2847,Vanuatu,2010,71.0,10.8,0.91,49.1
2873,Venezuela,2000,72.5,10.6,8.01,53.4
2872,Venezuela,2001,72.5,10.4,8.05,54.1
2871,Venezuela,2002,73.1,11.0,6.89,54.7
2870,Venezuela,2003,72.4,11.6,6.3,55.3
2869,Venezuela,2004,73.3,11.6,7.55,55.9
2868,Venezuela,2005,73.6,11.8,7.92,56.5
2867,Venezuela,2006,73.6,12.4,8.27,57.1
2866,Venezuela,2007,73.4,12.9,8.7,57.6
2865,Venezuela,2008,73.2,13.4,8.18,58.2
2864,Venezuela,2009,73.6,14.0,7.59,58.8
2863,Venezuela,2010,73.7,14.0,7.22,59.3
2889,Vietnam,2000,73.4,10.4,1.6,9.2
2888,Vietnam,2001,73.6,10.6,1.84,9.6
2887,Vietnam,2002,73.8,10.7,2.03,1.0
2886,Vietnam,2003,74.0,10.9,2.19,1.4
2885,Vietnam,2004,74.2,11.0,2.86,1.9
2884,Vietnam,2005,74.4,11.1,2.7,11.3
2883,Vietnam,2006,74.6,11.3,2.56,11.8
2882,Vietnam,2007,74.7,11.4,3.01,12.3
2881,Vietnam,2008,74.9,11.6,3.58,12.9
2880,Vietnam,2009,75.0,11.7,3.86,13.4
2879,Vietnam,2010,75.2,11.9,3.93,14.0
2905,Yemen,2000,68.0,7.7,0.07,31.2
2904,Yemen,2001,61.1,7.9,0.08,31.7
2903,Yemen,2002,61.5,8.0,0.07,32.2
2902,Yemen,2003,61.9,8.2,0.04,32.7
2901,Yemen,2004,62.2,8.4,0.06,33.3
2900,Yemen,2005,62.6,8.6,0.04,33.9
2899,Yemen,2006,63.0,8.7,0.04,34.5
2898,Yemen,2007,63.4,8.6,0.05,35.1
2897,Yemen,2008,63.8,8.5,0.04,35.7
2896,Yemen,2009,64.1,8.4,0.03,36.4
2895,Yemen,2010,64.4,8.5,0.06,37.2
2921,Zambia,2000,43.8,9.6,2.62,16.8
2920,Zambia,2001,44.6,9.8,2.61,17.1
2919,Zambia,2002,45.5,10.0,2.44,17.3
2918,Zambia,2003,46.4,10.2,2.33,17.6
2917,Zambia,2004,47.9,10.5,2.46,18.0
2916,Zambia,2005,49.3,10.7,2.33,18.4
2915,Zambia,2006,58.0,10.9,2.25,18.8
2914,Zambia,2007,52.6,11.1,2.08,19.2
2913,Zambia,2008,55.7,11.4,2.12,19.7
2912,Zambia,2009,57.4,11.6,2.3,2.2
2911,Zambia,2010,58.0,11.8,2.47,2.7
2937,Zimbabwe,2000,46.0,9.8,1.68,25.5
2936,Zimbabwe,2001,45.3,9.8,1.72,25.9
2935,Zimbabwe,2002,44.8,10.0,4.43,26.3
2934,Zimbabwe,2003,44.5,9.5,4.06,26.7
2933,Zimbabwe,2004,44.3,9.2,4.36,27.1
2932,Zimbabwe,2005,44.6,9.3,4.14,27.5
2931,Zimbabwe,2006,45.4,9.5,4.57,27.9
2930,Zimbabwe,2007,46.6,9.6,3.88,28.2
2929,Zimbabwe,2008,48.2,9.7,3.56,28.6
2928,Zimbabwe,2009,50.0,9.9,4.64,29.0
2927,Zimbabwe,2010,52.4,10.0,5.21,29.4
